PWS ID,PWS Name,PWS Type Ascending,Primary Source,Counties Served,Cities Served,Population Served Count,Number of Facilities,Number of Violations,Number of Site Visits
UTAH09071,BOULDER SCHOOL,Non-Transient non-community system,Ground water,Garfield,-,32,,,
UTAH15020,BROWNING ARMS,Non-Transient non-community system,Ground water,Morgan,-,120,,,
UTAH15021,BROWNING MANUFACTURING,Non-Transient non-community system,Ground water,Morgan,-,70,,,
UTAH09026,BRYCE CANYON AIRPORT,Non-Transient non-community system,Ground water,Garfield,-,25,,,
UTAH09039,BRYCE CANYON RESORTS LLC,Non-Transient non-community system,Ground water,Garfield,-,39,,,
UTAH11027,C-MART,Non-Transient non-community system,Ground water,Iron,CEDAR CITY,25,,,
UTAH03089,CAINE DAIRY CENTER,Non-Transient non-community system,Ground water,-,-,41,,,
UTAH28018,CAINEVILLE TRADING POST,Non-Transient non-community system,Ground water,Wayne,CAINEVILLE,25,,,
UTAH12012,CALLAO FIELD STATION,Non-Transient non-community system,Ground water,Juab,CALLAO,5,,,
UTAH18054,CAMP WILLIAMS,Non-Transient non-community system,Ground water,Salt Lake,-,800,,,
UTAH22092,CAMPERWORLD - ECHO ISLAND RANCH,Non-Transient non-community system,Ground water,Summit,-,55,,,
UTAH20056,CAMPERWORLD - MT PLEASANT,Non-Transient non-community system,Ground water,Sanpete,-,182,,,
UTAH05035,CAMPERWORLD - PINE FOREST,Non-Transient non-community system,Ground water,Daggett,DAGGETT COUNTY,56,,,
UTAH21020,CANYON FUEL COMPANY LLC,Non-Transient non-community system,Ground water,Sevier,-,373,,,
UTAH04054,CANYON FUELS CO - DUGOUT,Non-Transient non-community system,Ground water purchased,-,-,25,,,
UTAH25060,CANYON SERVICE CAFE,Non-Transient non-community system,Ground water,Utah,THISTLE,150,,,
UTAH28034,CAPITOL REEF BEST WESTERN,Non-Transient non-community system,Ground water,Wayne,-,"1,600",,,
UTAH04002,CARBONVILLE WATER CO,Non-Transient non-community system,Ground water purchased,Carbon,-,420,,,
UTAH03102,CASPERS ICE CREAM,Non-Transient non-community system,Ground water,Cache,-,60,,,
UTAH08041,CASTLE VALLEY MINING,Non-Transient non-community system,Ground water,Emery,-,123,,,
UTAH25162,CEDAR FORT MUNICIPAL CENTER,Non-Transient non-community system,Ground water,Utah,-,360,,,
UTAH07066,CEDAR RIDGE ACADEMY,Non-Transient non-community system,Ground water,Duchesne,-,83,,,
UTAH11083,CEDAR VISTAS WATER CO,Non-Transient non-community system,Ground water,-,-,50,,,
UTAH04033,CENTRAL PARK TRAILER PARK,Non-Transient non-community system,Ground water purchased,Carbon,-,300,,,
UTAH25061,CHALET CAFE,Non-Transient non-community system,Ground water,Utah,-,150,,,
UTAH03107,CHARLIE SHELTON SUBDIVISION,Non-Transient non-community system,Ground water,Cache,-,30,,,
UTAH06030,CHATEAU WEDDING RECEPTION,Non-Transient non-community system,Ground water,Davis,LAYTON,200,,,
UTAH11054,CHEKSHANI CLIFFS SUBDIVISION,Non-Transient non-community system,Ground water,-,-,1,,,
UTAH23030,CHEMICAL LIME,Non-Transient non-community system,Ground water,Tooele,-,35,,,
UTAH03120,CHERRY PEAK RESORT,Non-Transient non-community system,Ground water purchased,Cache,-,"1,026",,,
UTAH18175,CHEVRON PRODUCTS COMPANY,Non-Transient non-community system,Surface water purchased,Salt Lake,-,480,,,
